"Customer Name",TotalSales,"Customer ID"
"Resi Pölking",30852.73999999997,RP-19390
"Gary Hwang",23554.44200000001,GH-14425
"Cathy Prescott",30984.602,CP-12085
"Gary McGarr",21496.920000000002,GM-14440
"Lena Creighton",44380.67400000002,LC-16885
"Cathy Prescott",30984.602,CP-12085
"Dennis Kane",19910.936000000005,DK-13375
"Sanjit Engle",73256.638,SE-20110
"Luke Foster",23583.108999999993,LF-17185
"Tom Boeckenhauer",54076.44199999998,TB-21400
"Emily Phan",32868.36079999999,EP-13915
"Joe Elijah",52033.06299999998,JE-15715
"Ken Lonsdale",84431.51700000004,KL-16645
"Edward Becker",19001.331999999984,EB-13750
"Stewart Carmichael",26956.056999999993,SC-20770
"Kean Thornton",27852.58839999999,KT-16480
"Carlos Soltero",18166.45499999999,CS-11950
"Tamara Manning",17723.935999999998,TM-21010
"George Ashbrook",23518.625999999997,GA-14515
"Erica Smith",21062.757999999998,ES-14020
"Dean percer",43192.61100000003,Dp-13240
"Robert Waldorf",20973.846,RW-19690
"Brian Thompson",19180.501999999993,BT-11680
"Rob Dowd",17477.393999999997,RD-19585
"Toby Carlisle",25571.102000000006,TC-21295
"Hunter Glantz",22141.683999999994,HG-15025
"Alejandro Savely",19273.671999999995,AS-10285
"Michael Paige",23901.891999999996,MP-17965
"Brian Moss",43702.86699999998,BM-11650
"Cindy Stewart",34140.40499999999,CS-12505
"Michelle Huthwaite",17909.697999999993,MH-18025
"Mike Pelletier",30527.57,MP-18175
"Daniel Raglin",50105.21799999997,DR-12940
"Darrin Martin",37484.172000000006,DM-13015
"Dan Campbell",20017.01799999999,DC-12850
"Max Jones",37693.37599999998,MJ-17740
"Natalie DeCherney",25688.338999999996,ND-18370
"Carol Adams",22738.32279999999,CA-11965
"Toby Carlisle",25571.102000000006,TC-21295
"Christine Kargatis",17637.606000000003,CK-12325
"Rob Lucas",37409.459999999985,RL-19615
"Brosina Hoffman",37532.05100000001,BH-11710
"Denise Monton",24446.82199999998,DM-13345
"Anthony Jacobs",29204.043999999998,AJ-10780
"Raymond Buch",90704.08899999998,RB-19360
"Christopher Conant",72774.47200000001,CC-12370
"Shahid Collister",35365.084,SC-20380
"Rick Hansen",21728.275999999994,RH-19495
"Lena Creighton",44380.67400000002,LC-16885
"Michael Chen",22834.263999999992,MC-17845
"Dean percer",43192.61100000003,Dp-13240
"Shirley Daniels",35521.45799999997,SD-20485
"Tamara Manning",17723.935999999998,TM-21010
"Emily Phan",32868.36079999999,EP-13915
"Emily Phan",32868.36079999999,EP-13915
"Ken Heidel",23513.76600000001,KH-16630
"Kunst Miller",29456.821999999986,KM-16720
"Pierre Wener",23269.864999999994,PW-19240
"Katharine Harms",19877.213999999996,KH-16330
"Daniel Lacy",19633.199999999997,DL-12925
"Valerie Dominguez",37700.15399999999,VD-21670
"Chloris Kastensmidt",18929.004999999997,CK-12205
"Daniel Lacy",19633.199999999997,DL-12925
"Sanjit Engle",73256.638,SE-20110
"Michael Moore",22764.429999999997,MM-17920
"Deborah Brumfield",27729.95700000001,DB-13270
"Rob Williams",19641.900000000005,RW-19630
"Carol Triggs",19451.397999999986,CT-11995
"Tracy Hopkins",25377.35599999999,TH-21550
"Maria Etezadi",63815.51800000002,ME-17320
"Greg Tran",70920.71999999996,GT-14710
"Justin Deggeller",52968.23049999999,JD-16150
"Mike Pelletier",30527.57,MP-18175
"Eugene Moren",26629.982,EM-14140
"Kean Takahito",18342.600000000002,KT-16465
"Philisse Overcash",29358.293,PO-19180
"Jill Fjeld",25189.932000000015,JF-15565
"Anna Gayman",20934.339599999996,AG-10675
"Hunter Lopez",77239.798,HL-15040
"Natalie DeCherney",25688.338999999996,ND-18370
"Giulietta Baptist",27566.027999999977,GB-14575
"Clay Ludtke",65283.34599999998,CL-12565
"Max Jones",37693.37599999998,MJ-17740
"Annie Thurman",22991.21399999998,AT-10735
"Natalie Webber",43404.114000000016,NW-18400
"James Galang",38198.392,JG-15160
"Rick Reed",19813.561999999994,RR-19525
"Sharelle Roach",19400.880999999998,SR-20425
"Lindsay Shagiari",17931.923999999988,LS-16975
"Mick Hernandez",33018.54300000001,MH-18115
"Sanjit Chand",84854.03399999999,SC-20095
"Amy Cox",33167.09599999999,AC-10450
"Arianne Irving",26254.73599999999,AI-10855
"Dan Reichenbach",37483.20599999999,DR-12880
"Adam Bellavance",46396.06999999999,AB-10060
"Brian Dahlen",19730.871,BD-11605
"Aaron Smayling",18210.182000000008,AS-10045
"Karen Ferguson",63625.56599999999,KF-16285
"Chuck Clark",17220.299999999985,CC-12430
"Todd Sumrall",71315.221,TS-21370
"Denise Monton",24446.82199999998,DM-13345
"Justin Deggeller",52968.23049999999,JD-16150
"Yoseph Carroll",32726.1,YC-21895
"Lena Radford",30857.341999999975,LR-16915
"Katherine Murray",33658.44599999999,KM-16375
"Dianna Wilson",31541.098000000005,DW-13480
"Tom Prescott",31973.904799999993,TP-21415
"Brosina Hoffman",37532.05100000001,BH-11710
"Christine Sundaresam",19212.962000000003,CS-12355
"Ken Heidel",23513.76600000001,KH-16630
"Maxwell Schwartz",18831.432000000015,MS-17770
"Jim Epp",46529.82599999999,JE-15610
"Eugene Barchas",18426.826,EB-14110
"Lindsay Shagiari",17931.923999999988,LS-16975
"Craig Yedwab",17400.126000000004,CY-12745
"Raymond Buch",90704.08899999998,RB-19360
"Anthony Rawles",27139.985999999986,AR-10825
"Anthony Rawles",27139.985999999986,AR-10825
"Keith Herrera",35717.159,KH-16510
"Natalie Fritzler",49936.92599999998,NF-18385
"Suzanne McNair",33380.39200000002,SM-20950
"Katrina Willman",26499.12000000001,KW-16435
"Pete Kriz",48951.90400000001,PK-19075
"Kean Takahito",18342.600000000002,KT-16465
"Emily Phan",32868.36079999999,EP-13915
"Arthur Prichep",19941.305999999975,AP-10915
"Suzanne McNair",33380.39200000002,SM-20950
"Brian Moss",43702.86699999998,BM-11650
"Tamara Chand",114107.09799999998,TC-20980
"Daniel Raglin",50105.21799999997,DR-12940
"Rob Williams",19641.900000000005,RW-19630
"Corinna Mitchell",38037.357599999996,CM-12655
"Ted Trevino",29493.552,TT-21070
"Ruben Dartt",18803.524000000005,RD-19900
"Laura Armstrong",51789.17200000004,LA-16780
"Sarah Foster",20536.686,SF-20200
"Naresj Patel",33177.72000000001,NP-18325
"Frank Hawley",25144.254000000015,FH-14275
"Erin Smith",27891.115999999987,ES-14080
"Ken Lonsdale",84431.51700000004,KL-16645
"Natalie DeCherney",25688.338999999996,ND-18370
"Ben Peterman",21661.743,BP-11185
"Sanjit Jacobs",22667.279999999984,SJ-20125
"Matt Abelman",25683.721,MA-17560
"Chris Cortes",23415.172,CC-12220
"Ruben Ausman",22993.91400000001,RA-19885
"Damala Kotsonis",19521.183999999997,DK-12835
"Laurel Beltran",29069.96399999997,LB-16795
"Thomas Seio",32226.64,TS-21205
"Randy Ferguson",19854.849999999995,RF-19345
"Jill Fjeld",25189.932000000015,JF-15565
"Victoria Wilson",36676.202,VW-21775
"Penelope Sewall",41061.78400000001,PS-19045
"Greg Maxwell",36299.76599999998,GM-14695
"Kean Takahito",18342.600000000002,KT-16465
"Rob Dowd",17477.393999999997,RD-19585
"Keith Herrera",35717.159,KH-16510
"Corinna Mitchell",38037.357599999996,CM-12655
"Mitch Willingham",31523.275999999998,MW-18235
"Carlos Soltero",18166.45499999999,CS-11950
"Stefania Perrino",32641.91900000001,SP-20620
"Grant Thornton",56107.212,GT-14635
"Luke Weiss",32523.114000000005,LW-17215
"Hunter Glantz",22141.683999999994,HG-15025
"Edward Becker",19001.331999999984,EB-13750
"Steven Cartwright",31357.210000000014,SC-20725
"Tracy Hopkins",25377.35599999999,TH-21550
"Karen Daniels",49694.158,KD-16270
"Gary Mitchum",18471.774,GM-14455
"Brian Moss",43702.86699999998,BM-11650
"Dean percer",43192.61100000003,Dp-13240
"Mark Cousins",26592.837999999996,MC-17425
"Brian Moss",43702.86699999998,BM-11650
"Natalie Webber",43404.114000000016,NW-18400
"Philisse Overcash",29358.293,PO-19180
"Stefania Perrino",32641.91900000001,SP-20620
"Maribeth Schnelling",41089.809999999954,MS-17365
"Dean percer",43192.61100000003,Dp-13240
"Matthew Grinstein",22711.676000000007,MG-17650
"Karen Ferguson",63625.56599999999,KF-16285
"Dave Hallsten",29597.221999999998,DH-13075
"Laura Armstrong",51789.17200000004,LA-16780
"Laurel Beltran",29069.96399999997,LB-16795
"Greg Maxwell",36299.76599999998,GM-14695
"Chuck Clark",17220.299999999985,CC-12430
"Clay Ludtke",65283.34599999998,CL-12565
"Sam Zeldin",21554.633,SZ-20035
"Luke Foster",23583.108999999993,LF-17185
"Justin Deggeller",52968.23049999999,JD-16150
"Jack O'Briant",19529.699,JO-15145
"Anna Häberlin",47329.79399999998,AH-10690
"Dennis Pardue",32884.37400000002,DP-13390
"Alan Hwang",28832.093999999997,AH-10210
"Adam Shillingsburg",19531.809999999998,AS-10090
"Natalie DeCherney",25688.338999999996,ND-18370
"Edward Hooks",60035.830000000016,EH-13765
"Sylvia Foulston",19841.221000000005,SF-20965
"Emily Phan",32868.36079999999,EP-13915
"Rob Williams",19641.900000000005,RW-19630
"Stefania Perrino",32641.91900000001,SP-20620
"Muhammed Yedwab",24806.396000000008,MY-18295
"Karen Bern",18915.664999999997,KB-16240
"Joe Kamberova",28619.450000000004,JK-15730
"Julie Kriz",17594.934,JK-16120
"Sam Craven",20177.7636,SC-20020
"Helen Wasserman",55801.50399999999,HW-14935
"Denise Monton",24446.82199999998,DM-13345
"George Ashbrook",23518.625999999997,GA-14515
"Bill Donatelli",34033.070999999996,BD-11320
"Edward Hooks",60035.830000000016,EH-13765
"John Lee",56418.10300000005,JL-15835
"Sean Braxton",48347.341000000015,SB-20290
"Seth Vernon",68523.84600000002,SV-20365
"Michael Moore",22764.429999999997,MM-17920
"Maria Etezadi",63815.51800000002,ME-17320
"Frank Hawley",25144.254000000015,FH-14275
"Maribeth Dona",22598.382,MD-17350
"Jim Kriz",28514.691999999985,JK-15640
"Fred Chung",23195.046000000006,FC-14335
"Dan Campbell",20017.01799999999,DC-12850
"Frank Merwin",22417.19800000001,FM-14290
"Meg Tillman",17340.838999999996,MT-17815
"Keith Dawkins",49087.45600000001,KD-16495
"Mick Hernandez",33018.54300000001,MH-18115
"Amy Cox",33167.09599999999,AC-10450
"Frank Merwin",22417.19800000001,FM-14290
"James Galang",38198.392,JG-15160
"Nora Preis",47419.08250000001,NP-18700
"Tracy Hopkins",25377.35599999999,TH-21550
"Nick Crebassa",49450.43899999998,NC-18535
"Stewart Carmichael",26956.056999999993,SC-20770
"Becky Castell",17602.026,BC-11125
"Joseph Holt",47729.948,JH-15985
"Paul Prost",42455.51999999999,PP-18955
"Michael Chen",22834.263999999992,MC-17845
"Christine Phan",35329.77500000001,CP-12340
"Dorothy Badders",23452.802799999998,DB-13555
"Edward Becker",19001.331999999984,EB-13750
"Sample Company A",27747.42200000001,SC-20050
"Frank Merwin",22417.19800000001,FM-14290
"Eugene Hildebrand",18078.853000000003,EH-14125
"Maris LaWare",17529.05,ML-17410
"Brian Thompson",19180.501999999993,BT-11680
"Frank Atkinson",17904.303999999996,FA-14230
"Quincy Jones",36650.038000000015,QJ-19255
"Alan Dominguez",36605.99999999999,AD-10180
"Dave Hallsten",29597.221999999998,DH-13075
"Roland Schwarz",22991.580000000005,RS-19765
"Jim Karlsson",22560.17799999999,JK-15625
"Theone Pippenger",26724.356,TP-21130
"Sue Ann Reed",28251.12549999999,SA-20830
"Ken Heidel",23513.76600000001,KH-16630
"William Brown",36148.859999999986,WB-21850
"Arthur Prichep",19941.305999999975,AP-10915
"Russell Applegate",28688.117000000013,RA-19915
"Dan Reichenbach",37483.20599999999,DR-12880
"Chloris Kastensmidt",18929.004999999997,CK-12205
"Michelle Huthwaite",17909.697999999993,MH-18025
"Luke Foster",23583.108999999993,LF-17185
"Rick Huthwaite",41772.83999999998,RH-19510
"Eugene Hildebrand",18078.853000000003,EH-14125
"Jonathan Doherty",38738.755999999994,JD-15895
"Ivan Liston",30244.435999999987,IL-15100
"Dennis Pardue",32884.37400000002,DP-13390
"Kelly Lampkin",26902.633999999984,KL-16555
"Anna Häberlin",47329.79399999998,AH-10690
"Pete Kriz",48951.90400000001,PK-19075
"Natalie Webber",43404.114000000016,NW-18400
"Rick Wilson",44384.40099999998,RW-19540
"Muhammed Yedwab",24806.396000000008,MY-18295
"Kunst Miller",29456.821999999986,KM-16720
"Todd Sumrall",71315.221,TS-21370
"Sam Zeldin",21554.633,SZ-20035
"Joel Eaton",38402.704999999994,JE-15745
"Darrin Martin",37484.172000000006,DM-13015
"Toby Carlisle",25571.102000000006,TC-21295
"Julie Kriz",17594.934,JK-16120
"Lena Creighton",44380.67400000002,LC-16885
"Sean Christensen",23826.364000000005,SC-20305
"Darrin Martin",37484.172000000006,DM-13015
"Emily Phan",32868.36079999999,EP-13915
"Peter Fuller",53882.94599999998,PF-19120
"Stewart Visinsky",24631.905000000013,SV-20785
"Sung Pak",24171.437999999987,SP-20860
"Maxwell Schwartz",18831.432000000015,MS-17770
"Sanjit Jacobs",22667.279999999984,SJ-20125
"David Smith",17290.812799999992,DS-13180
"Sylvia Foulston",19841.221000000005,SF-20965
"Christopher Schild",21911.158499999998,CS-12400
"Adrian Barton",86133.66100000001,AB-10105
"Maris LaWare",17529.05,ML-17410
"Keith Dawkins",49087.45600000001,KD-16495
"Sean Christensen",23826.364000000005,SC-20305
"John Stevenson",23208.07,JS-15880
"Steve Nguyen",18767.8092,SN-20710
"Sanjit Chand",84854.03399999999,SC-20095
"Raymond Buch",90704.08899999998,RB-19360
"Emily Ducich",20909.470000000005,ED-13885
"Pierre Wener",23269.864999999994,PW-19240
"Denise Monton",24446.82199999998,DM-13345
"Eugene Hildebrand",18078.853000000003,EH-14125
"Susan Pistek",23944.03899999999,SP-20920
"Penelope Sewall",41061.78400000001,PS-19045
"Janet Martin",18872.17399999999,JM-15250
"Christopher Conant",72774.47200000001,CC-12370
"Karen Ferguson",63625.56599999999,KF-16285
"Andy Reiter",39650.69799999999,AR-10540
"Maxwell Schwartz",18831.432000000015,MS-17770
"David Bremer",17590.267999999996,DB-13120
"Dana Kaydos",23658.140000000014,DK-12895
"Michael Paige",23901.891999999996,MP-17965
"Dean percer",43192.61100000003,Dp-13240
"Chris Cortes",23415.172,CC-12220
"Steven Cartwright",31357.210000000014,SC-20725
"Anna Andreadi",26735.394999999993,AA-10645
"Jack O'Briant",19529.699,JO-15145
"Sylvia Foulston",19841.221000000005,SF-20965
"Christine Sundaresam",19212.962000000003,CS-12355
"Steve Nguyen",18767.8092,SN-20710
"Anthony Johnson",26348.941000000017,AJ-10795
"Jill Fjeld",25189.932000000015,JF-15565
"Susan Pistek",23944.03899999999,SP-20920
"George Ashbrook",23518.625999999997,GA-14515
"Suzanne McNair",33380.39200000002,SM-20950
"Lena Creighton",44380.67400000002,LC-16885
"Ken Heidel",23513.76600000001,KH-16630
"Tom Prescott",31973.904799999993,TP-21415
"Dana Kaydos",23658.140000000014,DK-12895
"Suzanne McNair",33380.39200000002,SM-20950
"Dean percer",43192.61100000003,Dp-13240
"Linda Cazamias",26886.962000000014,LC-16930
"Thomas Boland",21474.123999999996,TB-21175
"John Murray",45750.42599999998,JM-15865
"Katrina Willman",26499.12000000001,KW-16435
"Sanjit Chand",84854.03399999999,SC-20095
"Zuschuss Carroll",48126.785,ZC-21910
"Rick Bensley",27339.415999999997,RB-19465
"Dionis Lloyd",21235.921999999995,DL-13495
"Amy Cox",33167.09599999999,AC-10450
"Michael Moore",22764.429999999997,MM-17920
"Gary Zandusky",26130.899999999987,GZ-14470
"John Lee",56418.10300000005,JL-15835
"Ted Trevino",29493.552,TT-21070
"Paul Van Hugh",17256.29600000001,PV-18985
"Keith Dawkins",49087.45600000001,KD-16495
"Eugene Hildebrand",18078.853000000003,EH-14125
"Tom Prescott",31973.904799999993,TP-21415
"Cassandra Brandow",36169.42700000001,CB-12025
"Michael Paige",23901.891999999996,MP-17965
"Suzanne McNair",33380.39200000002,SM-20950
"Arthur Prichep",19941.305999999975,AP-10915
"Emily Phan",32868.36079999999,EP-13915
"Anthony Rawles",27139.985999999986,AR-10825
"Roland Schwarz",22991.580000000005,RS-19765
"Ben Ferrer",35447.82199999999,BF-11170
"Joe Kamberova",28619.450000000004,JK-15730
"Hunter Lopez",77239.798,HL-15040
"Darrin Martin",37484.172000000006,DM-13015
"Heather Kirkland",29266.783999999985,HK-14890
"Caroline Jumper",66478.442,CJ-12010
"Matt Abelman",25683.721,MA-17560
"Anne McFarland",33923.16200000001,AM-10705
"Peter Fuller",53882.94599999998,PF-19120
"Rick Duston",22458.23,RD-19480
"Jeremy Lonsdale",18856.446000000007,JL-15505
"Nick Crebassa",49450.43899999998,NC-18535
"Tom Boeckenhauer",54076.44199999998,TB-21400
"Ellis Ballard",26067.058,EB-13840
"William Brown",36148.859999999986,WB-21850
"Steven Roelle",26075.286000000007,SR-20740
"Matt Abelman",25683.721,MA-17560
"Maria Etezadi",63815.51800000002,ME-17320
"Jonathan Doherty",38738.755999999994,JD-15895
"Lindsay Shagiari",17931.923999999988,LS-16975
"Bill Shonely",63009.90300000003,BS-11365
"Ricardo Sperren",19327.739999999998,RS-19420
"Kean Thornton",27852.58839999999,KT-16480
"Emily Phan",32868.36079999999,EP-13915
"Anne McFarland",33923.16200000001,AM-10705
"Laura Armstrong",51789.17200000004,LA-16780
"Sarah Foster",20536.686,SF-20200
"Bill Shonely",63009.90300000003,BS-11365
"Robert Marley",35806.386,RM-19675
"Adrian Barton",86133.66100000001,AB-10105
"Carol Adams",22738.32279999999,CA-11965
"Patrick O'Brill",44204.03419999999,PO-18850
"William Brown",36148.859999999986,WB-21850
"Stefania Perrino",32641.91900000001,SP-20620
"Patrick O'Brill",44204.03419999999,PO-18850
"Gary Zandusky",26130.899999999987,GZ-14470
"Steve Nguyen",18767.8092,SN-20710
"Dana Kaydos",23658.140000000014,DK-12895
"Giulietta Baptist",27566.027999999977,GB-14575
"Natalie DeCherney",25688.338999999996,ND-18370
"Rose O'Brian",22892.82799999999,RO-19780
"Christine Phan",35329.77500000001,CP-12340
"Sean Braxton",48347.341000000015,SB-20290
"Russell Applegate",28688.117000000013,RA-19915
"Anna Häberlin",47329.79399999998,AH-10690
"John Lee",56418.10300000005,JL-15835
"Gary Zandusky",26130.899999999987,GZ-14470
"Clay Ludtke",65283.34599999998,CL-12565
"Mitch Webber",32051.39999999999,MW-18220
"Steve Nguyen",18767.8092,SN-20710
"Alan Hwang",28832.093999999997,AH-10210
"Ken Lonsdale",84431.51700000004,KL-16645
"Sanjit Chand",84854.03399999999,SC-20095
"Clay Ludtke",65283.34599999998,CL-12565
"Liz Thompson",17617.552000000007,LT-17110
"Arthur Prichep",19941.305999999975,AP-10915
"Meg Tillman",17340.838999999996,MT-17815
"Dennis Kane",19910.936000000005,DK-13375
"Steven Roelle",26075.286000000007,SR-20740
"Anna Andreadi",26735.394999999993,AA-10645
"Sanjit Engle",73256.638,SE-20110
"Noel Staavos",17788.923000000006,NS-18640
"Janet Martin",18872.17399999999,JM-15250
"Joe Kamberova",28619.450000000004,JK-15730
"Ben Ferrer",35447.82199999999,BF-11170
"Liz Preis",21920.398999999994,LP-17095
"Neil Ducich",17360.755,ND-18460
"Linda Cazamias",26886.962000000014,LC-16930
"Bill Eplett",25228.076,BE-11335
"Roland Schwarz",22991.580000000005,RS-19765
"Kelly Collister",23449.612,KC-16540
"Tanja Norvell",18781.370999999996,TN-21040
"Erin Smith",27891.115999999987,ES-14080
"Rob Lucas",37409.459999999985,RL-19615
"Natalie DeCherney",25688.338999999996,ND-18370
"Harry Marie",48893.04480000001,HM-14860
"Sanjit Jacobs",22667.279999999984,SJ-20125
"Nathan Mautz",38756.043999999994,NM-18445
"Matthew Grinstein",22711.676000000007,MG-17650
"Sanjit Engle",73256.638,SE-20110
"Aaron Smayling",18210.182000000008,AS-10045
"Matthew Grinstein",22711.676000000007,MG-17650
"Ben Ferrer",35447.82199999999,BF-11170
"Maxwell Schwartz",18831.432000000015,MS-17770
"Joel Eaton",38402.704999999994,JE-15745
"Henry Goldwyn",19105.074000000008,HG-14965
"Emily Phan",32868.36079999999,EP-13915
"David Smith",17290.812799999992,DS-13180
"Tracy Hopkins",25377.35599999999,TH-21550
"Robert Marley",35806.386,RM-19675
"Sylvia Foulston",19841.221000000005,SF-20965
"David Smith",17290.812799999992,DS-13180
"Bill Stewart",20274.730000000003,BS-11380
"Jill Fjeld",25189.932000000015,JF-15565
"Becky Castell",17602.026,BC-11125
"Kean Thornton",27852.58839999999,KT-16480
"Katharine Harms",19877.213999999996,KH-16330
"Stewart Visinsky",24631.905000000013,SV-20785
"Patrick O'Brill",44204.03419999999,PO-18850
"Amy Cox",33167.09599999999,AC-10450
"Dorothy Badders",23452.802799999998,DB-13555
"Hunter Lopez",77239.798,HL-15040
"Carol Triggs",19451.397999999986,CT-11995
"John Lee",56418.10300000005,JL-15835
"Julie Kriz",17594.934,JK-16120
"Dave Hallsten",29597.221999999998,DH-13075
"Arthur Gainer",27064.747000000003,AG-10900
"William Brown",36148.859999999986,WB-21850
"Adrian Barton",86133.66100000001,AB-10105
"Corinna Mitchell",38037.357599999996,CM-12655
"Christine Kargatis",17637.606000000003,CK-12325
"Laurel Beltran",29069.96399999997,LB-16795
"Mike Pelletier",30527.57,MP-18175
"Penelope Sewall",41061.78400000001,PS-19045
"Christine Sundaresam",19212.962000000003,CS-12355
"Dionis Lloyd",21235.921999999995,DL-13495
"Erica Smith",21062.757999999998,ES-14020
"Shahid Collister",35365.084,SC-20380
"Deborah Brumfield",27729.95700000001,DB-13270
"Noel Staavos",17788.923000000006,NS-18640
"Chuck Clark",17220.299999999985,CC-12430
"Amy Cox",33167.09599999999,AC-10450
"Christopher Martinez",53724.069999999956,CM-12385
"Pete Kriz",48951.90400000001,PK-19075
"Michelle Huthwaite",17909.697999999993,MH-18025
"Giulietta Baptist",27566.027999999977,GB-14575
"Irene Maddox",29582.924000000006,IM-15070
"Peter Fuller",53882.94599999998,PF-19120
"Jim Epp",46529.82599999999,JE-15610
"Jack O'Briant",19529.699,JO-15145
"Maribeth Schnelling",41089.809999999954,MS-17365
"Mike Pelletier",30527.57,MP-18175
"Sample Company A",27747.42200000001,SC-20050
"Grace Kelly",38983.67000000003,GK-14620
"Grace Kelly",38983.67000000003,GK-14620
"Gary Mitchum",18471.774,GM-14455
"Steven Cartwright",31357.210000000014,SC-20725
"Ted Trevino",29493.552,TT-21070
"Ken Lonsdale",84431.51700000004,KL-16645
"Sara Luxemburg",18318.061999999994,SL-20155
"Pierre Wener",23269.864999999994,PW-19240
"Thomas Boland",21474.123999999996,TB-21175
"Alan Hwang",28832.093999999997,AH-10210
"Randy Ferguson",19854.849999999995,RF-19345
"Edward Hooks",60035.830000000016,EH-13765
"Jim Epp",46529.82599999999,JE-15610
"Brosina Hoffman",37532.05100000001,BH-11710
"Mick Hernandez",33018.54300000001,MH-18115
"Alan Dominguez",36605.99999999999,AD-10180
"Zuschuss Carroll",48126.785,ZC-21910
"Dennis Pardue",32884.37400000002,DP-13390
"Brian Dahlen",19730.871,BD-11605
"Ivan Liston",30244.435999999987,IL-15100
"Liz Preis",21920.398999999994,LP-17095
"Joseph Holt",47729.948,JH-15985
"Bill Donatelli",34033.070999999996,BD-11320
"Alan Schoenberger",25494.000000000007,AS-10225
"Thomas Seio",32226.64,TS-21205
"Joe Kamberova",28619.450000000004,JK-15730
"Craig Yedwab",17400.126000000004,CY-12745
"Kelly Lampkin",26902.633999999984,KL-16555
"Penelope Sewall",41061.78400000001,PS-19045
"Alan Hwang",28832.093999999997,AH-10210
"Rob Williams",19641.900000000005,RW-19630
"Adam Hart",19502.087,AH-10075
"Irene Maddox",29582.924000000006,IM-15070
"Henry Goldwyn",19105.074000000008,HG-14965
"Sam Zeldin",21554.633,SZ-20035
"Sample Company A",27747.42200000001,SC-20050
"Adam Bellavance",46396.06999999999,AB-10060
"Eugene Hildebrand",18078.853000000003,EH-14125
"Tamara Manning",17723.935999999998,TM-21010
"Dean percer",43192.61100000003,Dp-13240
"Todd Sumrall",71315.221,TS-21370
"Shahid Shariari",18340.857000000004,SS-20410
"Brenda Bowman",40594.37800000002,BB-11545
"Scott Cohen",22378.79299999999,SC-20260
"Todd Sumrall",71315.221,TS-21370
"Arianne Irving",26254.73599999999,AI-10855
"Karen Bern",18915.664999999997,KB-16240
"Theone Pippenger",26724.356,TP-21130
"Daniel Lacy",19633.199999999997,DL-12925
"Shahid Collister",35365.084,SC-20380
"Tonja Turnell",32188.807999999983,TT-21460
"Matt Abelman",25683.721,MA-17560
"Seth Vernon",68523.84600000002,SV-20365
"Bradley Drucker",26449.79699999999,BD-11500
"Jim Kriz",28514.691999999985,JK-15640
"Scot Coram",26231.757999999998,SC-20230
"Maria Etezadi",63815.51800000002,ME-17320
"Harry Marie",48893.04480000001,HM-14860
"Kristen Hastings",35207.109,KH-16690
"Edward Hooks",60035.830000000016,EH-13765
"Maribeth Schnelling",41089.809999999954,MS-17365
"Meg Tillman",17340.838999999996,MT-17815
"Darrin Martin",37484.172000000006,DM-13015
"Ben Peterman",21661.743,BP-11185
"Emily Phan",32868.36079999999,EP-13915
"Rick Duston",22458.23,RD-19480
"Joseph Airdo",38852.873999999974,JA-15970
"Shaun Weien",17529.244,SW-20455
"Frank Preis",24280.495999999996,FP-14320
"John Lee",56418.10300000005,JL-15835
"James Galang",38198.392,JG-15160
"Sam Craven",20177.7636,SC-20020
"Laura Armstrong",51789.17200000004,LA-16780
"Fred Chung",23195.046000000006,FC-14335
"Joseph Holt",47729.948,JH-15985
"Anthony Johnson",26348.941000000017,AJ-10795
"Anna Gayman",20934.339599999996,AG-10675
"Eugene Hildebrand",18078.853000000003,EH-14125
"Zuschuss Carroll",48126.785,ZC-21910
"Arianne Irving",26254.73599999999,AI-10855
"Alex Avila",33381.359999999986,AA-10315
"Tamara Manning",17723.935999999998,TM-21010
"Yana Sorensen",39927.00399999999,YS-21880
"Linda Cazamias",26886.962000000014,LC-16930
"Cynthia Arntzen",18249.465999999993,CA-12775
"Sharelle Roach",19400.880999999998,SR-20425
"Paul Prost",42455.51999999999,PP-18955
"John Murray",45750.42599999998,JM-15865
"Adam Shillingsburg",19531.809999999998,AS-10090
"Lindsay Shagiari",17931.923999999988,LS-16975
"Sue Ann Reed",28251.12549999999,SA-20830
"Eugene Barchas",18426.826,EB-14110
"Harry Marie",48893.04480000001,HM-14860
"Barry Französisch",17194.68600000001,BF-11020
"Joel Eaton",38402.704999999994,JE-15745
"Matt Abelman",25683.721,MA-17560
"Sam Zeldin",21554.633,SZ-20035
"Mick Hernandez",33018.54300000001,MH-18115
"Cassandra Brandow",36169.42700000001,CB-12025
"Jack O'Briant",19529.699,JO-15145
"Stewart Visinsky",24631.905000000013,SV-20785
"Kelly Lampkin",26902.633999999984,KL-16555
"Becky Castell",17602.026,BC-11125
"Patrick O'Brill",44204.03419999999,PO-18850
"Anna Gayman",20934.339599999996,AG-10675
"Sung Pak",24171.437999999987,SP-20860
"Alan Dominguez",36605.99999999999,AD-10180
"Kean Takahito",18342.600000000002,KT-16465
"Anna Häberlin",47329.79399999998,AH-10690
"Dean percer",43192.61100000003,Dp-13240
"Tamara Manning",17723.935999999998,TM-21010
"Scott Cohen",22378.79299999999,SC-20260
"Anthony Jacobs",29204.043999999998,AJ-10780
"Dianna Vittorini",19715.886999999995,DV-13465
"Steven Cartwright",31357.210000000014,SC-20725
"Yoseph Carroll",32726.1,YC-21895
"Craig Yedwab",17400.126000000004,CY-12745
"Andy Reiter",39650.69799999999,AR-10540
"Bill Donatelli",34033.070999999996,BD-11320
