"Customer Name",TotalSales,SalesRank
"Aimee Bixby",5800.26,628
"Julia West",8572.381000000003,530
"Jeremy Ellison",8332.132,540
"Paul Knutson",8646.901999999996,528
"Christopher Schild",21911.158499999998,206
"Sheri Gordon",11308.797999999999,451
"Charlotte Melton",8850.844,518
"Clay Ludtke",65283.34599999998,16
"Jesus Ocampo",6530.207999999999,599
"Anthony Witt",3896.226,700
"Dianna Vittorini",19715.886999999995,236
"Adam Hart",19502.087,242
"Sanjit Chand",84854.03399999999,6
"Mick Crebagga",13313.930000000004,398
"Tonja Turnell",32188.807999999983,103
"Anne Pryor",9831.303999999996,491
"Dan Lawera",8944.968,517
"Naresj Patel",33177.72000000001,94
"Vivek Grady",2564.2220000000007,728
"Muhammed Yedwab",24806.396000000008,164
"Rick Duston",22458.23,201
"Jeremy Farry",6497.517999999998,600
"Dennis Pardue",32884.37400000002,97
"Maribeth Dona",22598.382,198
"Maribeth Yedwab",13455.712000000003,394
"Aimee Bixby",5800.26,628
"Cynthia Arntzen",18249.465999999993,274
"Max Engle",11450.703199999998,447
"Jas O'Carroll",11469.302,446
"Marina Lichtenstein",16337.042999999992,321
"Yana Sorensen",39927.00399999999,58
"Paul Lucas",1436.9310000000003,758
"Julie Kriz",17594.934,287
"Parhena Norris",8802.951999999996,521
"Jenna Caffey",5157.897999999999,657
"James Galang",38198.392,66
"Philisse Overcash",29358.293,120
"Marc Crier",16338.185999999987,320
"Alan Shonely",3445.49,713
"Clay Ludtke",65283.34599999998,16
"Natalie Webber",43404.114000000016,50
"Toby Braunhardt",13190.750000000002,405
"Bill Stewart",20274.730000000003,223
"Fred Hopkins",40101.96,57
"Valerie Mitchum",14729.215999999999,362
"Sarah Foster",20536.686,220
"Hilary Holden",1128.658,767
"Christina DeMoss",6625.083999999999,595
"Hunter Lopez",77239.798,8
"Thea Hendricks",14536.974,365
"Michelle Moray",16499.230999999992,316
"Quincy Jones",36650.038000000015,75
"Neola Schneider",15455.213000000007,341
"Michael Moore",22764.429999999997,194
"Rick Duston",22458.23,201
"Robert Barroso",1326.534,764
"Rob Dowd",17477.393999999997,291
"Shaun Weien",17529.244,289
"Sylvia Foulston",19841.221000000005,232
"Eric Barreto",5667.600000000001,635
"Sean Braxton",48347.341000000015,37
"Pamela Stobb",13088.878999999999,410
"Claudia Bergmann",24741.11550000001,166
"Damala Kotsonis",19521.183999999997,241
"Anthony Witt",3896.226,700
"Troy Staebel",16811.284000000003,308
"Herbert Flentye",15198.964000000005,348
"Henia Zydlo",5319.120000000002,648
"Alejandro Ballentine",5388.484,646
"Phillina Ober",6341.108,606
"Arthur Gainer",27064.747000000003,138
"Steven Cartwright",31357.210000000014,109
"Natalie DeCherney",25688.338999999996,154
"Cynthia Delaney",11164.431999999999,455
"Patrick Gardner",18521.406999999992,267
"Irene Maddox",29582.924000000006,117
"Jamie Kunitz",25669.019999999993,156
"Jeremy Pistek",21437.644000000004,212
"Michelle Moray",16499.230999999992,316
"Debra Catini",7047.718000000001,584
"John Lee",56418.10300000005,21
"Bradley Nguyen",8756.044000000002,522
"Katherine Ducich",11333.764000000001,449
"Jay Kimmel",16257.732000000007,322
"Filia McAdams",14245.62,371
"Christina Anderson",15889.73719999999,331
"Keith Dawkins",49087.45600000001,34
"Logan Haushalter",9961.854999999996,486
"Anna Gayman",20934.339599999996,216
"David Bremer",17590.267999999996,288
"Emily Ducich",20909.470000000005,217
"Mick Crebagga",13313.930000000004,398
"Bryan Mills",8015.245999999999,550
"Erin Mull",1373.94,761
"Dianna Arnett",743.1639999999999,777
"Meg O'Connel",8377.973,538
"Joni Wasserman",7464.536000000001,571
"Victoria Wilson",36676.202,74
"Tonja Turnell",32188.807999999983,103
"Sara Luxemburg",18318.061999999994,273
"Raymond Messe",8720.823999999995,524
"Mick Brown",8569.431000000002,531
"Arthur Gainer",27064.747000000003,138
"Max Ludwig",12431.463999999994,429
"Craig Carroll",17124.714999999993,300
"Stewart Carmichael",26956.056999999993,139
"Greg Guthrie",13296.007999999993,399
"Muhammed Yedwab",24806.396000000008,164
"Darren Powers",6205.087999999997,614
"Bryan Davis",3950.766,698
"Claudia Bergmann",24741.11550000001,166
"Jim Epp",46529.82599999999,42
"Roy Phan",13024.266,414
"Russell Applegate",28688.117000000013,125
"Resi Pölking",30852.73999999997,113
"Thomas Boland",21474.123999999996,211
"Brad Eason",10365.901999999993,476
"Mathew Reese",3835.078000000001,704
"Raymond Messe",8720.823999999995,524
"Jill Fjeld",25189.932000000015,162
"Adrian Shami",352.92,785
"Joseph Airdo",38852.873999999974,61
"Grace Kelly",38983.67000000003,60
"Phillip Breyer",796.4380000000001,774
"Heather Kirkland",29266.783999999985,121
"Frank Olsen",15736.987999999998,332
"Brian Thompson",19180.501999999993,251
"Stefania Perrino",32641.91900000001,100
"Lauren Leatherbury",16447.203999999998,318
"Matt Collins",5553.365000000002,638
"Janet Lee",13222.199999999995,403
"Erin Ashbrook",15964.974999999993,328
"Sue Ann Reed",28251.12549999999,130
"Cathy Hwang",9223.436,510
"Neil Ducich",17360.755,293
"Bruce Stewart",14954.099999999997,355
"Sara Luxemburg",18318.061999999994,273
"George Bell",8138.88,546
"Aaron Smayling",18210.182000000008,275
"Raymond Messe",8720.823999999995,524
"Nicole Hansen",16039.740000000003,326
"Barbara Fisher",3514.808000000001,710
"Katharine Harms",19877.213999999996,230
"Frank Atkinson",17904.303999999996,280
"Giulietta Weimer",13134.119,407
"Dianna Arnett",743.1639999999999,777
"Frank Hawley",25144.254000000015,163
"Ralph Kennedy",8687.999999999998,526
"Filia McAdams",14245.62,371
"Alyssa Crouse",5349.360000000001,647
"Jennifer Braxton",10749.705,467
"Gary McGarr",21496.920000000002,210
"Roy Französisch",5493.962000000001,641
"Noah Childs",10930.491999999997,465
"Nat Gilpin",11217.430000000002,454
"Adam Hart",19502.087,242
"Cathy Hwang",9223.436,510
"Charles Crestani",14829.900000000007,357
"Michelle Ellison",7541.6939999999995,566
"Benjamin Patterson",7088.940000000001,583
"Mark Packer",19236.731999999993,249
"Caroline Jumper",66478.442,15
"John Castell",16632.355000000003,313
"Cyma Kinney",9492.659,500
"Luke Foster",23583.108999999993,177
"Chuck Clark",17220.299999999985,298
"Dan Lawera",8944.968,517
"Paul Gonzalez",11922.913999999992,440
"Erica Hernandez",7317.130000000001,575
"Tracy Blumstein",28383.72799999997,129
"Dean Katz",24755.044,165
"Jeremy Pistek",21437.644000000004,212
"Adam Shillingsburg",19531.809999999998,239
"Jas O'Carroll",11469.302,446
"Amy Cox",33167.09599999999,95
"Ryan Akin",10121.572499999998,483
Corey-Lock,7800.476,558
"Damala Kotsonis",19521.183999999997,241
"Michael Dominguez",7229.460000000001,577
"Roy Phan",13024.266,414
"Rick Wilson",44384.40099999998,46
"Duane Benoit",6931.2519999999995,587
"Stewart Carmichael",26956.056999999993,139
"Frank Hawley",25144.254000000015,163
"Erica Hackney",4681.620000000001,674
"Ann Steele",5000.448,663
"Helen Abelman",12979.899999999998,416
"Cathy Hwang",9223.436,510
"Edward Hooks",60035.830000000016,20
"Mary Zewe",15389.356000000002,345
"Scot Coram",26231.757999999998,150
"Naresj Patel",33177.72000000001,94
"Greg Matthias",18981.778,256
"Rick Hansen",21728.275999999994,207
"Valerie Mitchum",14729.215999999999,362
"Craig Carreira",13618.151500000005,388
"Seth Vernon",68523.84600000002,14
"Nora Pelletier",7372.197999999999,573
"Joe Elijah",52033.06299999998,28
"Cathy Prescott",30984.602,111
"Erin Ashbrook",15964.974999999993,328
"Ann Chong",14998.555999999999,353
"Robert Waldorf",20973.846,215
"Dean Braden",13228.928999999996,401
"Bill Donatelli",34033.070999999996,88
"Max Ludwig",12431.463999999994,429
"Joy Daniels",2312.5799999999995,732
"Alan Schoenberger",25494.000000000007,159
"Allen Armold",6338.339999999998,607
"Kean Takahito",18342.600000000002,271
"Muhammed MacIntyre",4652.464000000002,676
"Nathan Gelder",8375.637999999999,539
"Laurel Workman",13428.360999999997,395
"Christy Brittain",11137.609999999999,457
"Adam Shillingsburg",19531.809999999998,239
"Christy Brittain",11137.609999999999,457
"Max Ludwig",12431.463999999994,429
"Joy Smith",15098.944000000003,351
"Neil Ducich",17360.755,293
"Luke Weiss",32523.114000000005,101
"Joni Wasserman",7464.536000000001,571
"Sample Company A",27747.42200000001,133
"Rob Williams",19641.900000000005,237
"Charlotte Melton",8850.844,518
"Jamie Frazer",13677.535999999998,386
"Stuart Calhoun",1675.5059999999994,749
"Anne McFarland",33923.16200000001,89
"Berenike Kampe",3954.888000000001,697
"Rick Huthwaite",41772.83999999998,53
"Gene McClure",7534.081999999998,567
"Marc Crier",16338.185999999987,320
"Valerie Mitchum",14729.215999999999,362
"Guy Phonely",1330.8000000000002,763
"George Bell",8138.88,546
"Carol Triggs",19451.397999999986,244
"Carl Weiss",6819.542000000001,591
"Skye Norling",11162.518,456
"Ed Braxton",20689.624,219
"Jane Waco",46330.26400000002,44
"Ken Black",16456.557999999986,317
"Matt Collister",14175.056999999999,375
"Clytie Kelty",14236.499999999996,372
"Rick Duston",22458.23,201
"Theone Pippenger",26724.356,143
"Greg Guthrie",13296.007999999993,399
"Zuschuss Carroll",48126.785,38
"Corey Catlett",15243.781000000006,346
"Kelly Andreada",9117.055999999997,513
"Tamara Chand",114107.09799999998,2
"Deborah Brumfield",27729.95700000001,134
"Toby Ritter",3870.4220000000005,701
"Bart Folk",1637.6999999999996,752
"Maribeth Schnelling",41089.809999999954,54
"Clytie Kelty",14236.499999999996,372
"Emily Ducich",20909.470000000005,217
"Irene Maddox",29582.924000000006,117
"Maribeth Yedwab",13455.712000000003,394
"Magdelene Morse",7884.1230000000005,555
"Mark Packer",19236.731999999993,249
"Anthony Witt",3896.226,700
"Sandra Flanagan",4581.245999999998,677
"Steve Nguyen",18767.8092,264
"Ruben Dartt",18803.524000000005,262
"Kean Thornton",27852.58839999999,132
"Adrian Hane",10413.163999999997,473
"Brian Moss",43702.86699999998,49
"Ben Wallace",10357.379999999996,477
"Henry Goldwyn",19105.074000000008,254
"Sandra Glassco",20439.481000000003,222
"Ralph Kennedy",8687.999999999998,526
"Rob Williams",19641.900000000005,237
"Thais Sissman",29.032999999999998,793
"Jennifer Braxton",10749.705,467
"Erica Hernandez",7317.130000000001,575
"Erica Hernandez",7317.130000000001,575
"Brian Stugart",19728.709999999995,235
"Julie Kriz",17594.934,287
"Randy Ferguson",19854.849999999995,231
"William Brown",36148.859999999986,79
"Trudy Brown",16786.068,310
"Christy Brittain",11137.609999999999,457
"Grant Thornton",56107.212,22
"Theresa Swint",9409.494000000006,506
"William Brown",36148.859999999986,79
"Denny Ordway",7183.861499999997,579
"Art Ferguson",12317.458000000002,433
"Richard Bierner",15978.436000000002,327
"Andy Reiter",39650.69799999999,59
"Dan Reichenbach",37483.20599999999,72
"Ben Ferrer",35447.82199999999,83
"Larry Blacks",301.13800000000003,786
"Dianna Vittorini",19715.886999999995,236
"Neil Knudson",3432.2980000000002,714
"Dianna Wilson",31541.098000000005,106
"Karen Ferguson",63625.56599999999,18
"Helen Andreada",15505.008000000013,339
"John Huston",3173.5100000000007,718
"Linda Cazamias",26886.962000000014,141
"Ivan Liston",30244.435999999987,115
"Lindsay Shagiari",17931.923999999988,278
"Corey Catlett",15243.781000000006,346
"Patrick Bzostek",4012.555999999999,695
"Caroline Jumper",66478.442,15
"Heather Kirkland",29266.783999999985,121
"Rob Haberlin",12514.440000000006,427
"Ivan Liston",30244.435999999987,115
"Alan Shonely",3445.49,713
"Arthur Prichep",19941.305999999975,228
"Allen Goldenen",1205.6949999999997,765
"Bart Folk",1637.6999999999996,752
"Liz Thompson",17617.552000000007,285
"Beth Thompson",15405.955999999998,342
"Steven Cartwright",31357.210000000014,109
"Catherine Glotzbach",5085.9519999999975,661
"Arthur Wiediger",17108.594,301
"Roger Barcio",12404.700000000003,430
"Maris LaWare",17529.05,290
"Victoria Brennan",12033.546000000002,437
"Scott Williamson",11799.900000000001,442
"Neola Schneider",15455.213000000007,341
"Dorothy Badders",23452.802799999998,181
"Matt Hagelstein",7516.799999999998,569
"Dennis Kane",19910.936000000005,229
"Erin Ashbrook",15964.974999999993,328
"Bobby Trafton",3623.2260000000006,709
"Laura Armstrong",51789.17200000004,29
"Greg Matthias",18981.778,256
"Alex Avila",33381.359999999986,92
"Denny Blanton",10215.298000000004,480
"John Huston",3173.5100000000007,718
"Doug Jacobs",20138.398,226
"Quincy Jones",36650.038000000015,75
"Carol Triggs",19451.397999999986,244
"Rick Huthwaite",41772.83999999998,53
"Sanjit Jacobs",22667.279999999984,197
"Toby Gnade",18350.271999999997,270
"Carol Triggs",19451.397999999986,244
"Barry Franz",8003.329999999999,551
"Justin MacKendrick",17003.526000000005,305
"Julie Kriz",17594.934,287
"Henry Goldwyn",19105.074000000008,254
"Laura Armstrong",51789.17200000004,29
"Troy Staebel",16811.284000000003,308
"Maria Zettner",2544.238,729
"Mitch Webber",32051.39999999999,104
"Mark Van Huff",9254.359999999999,508
"Allen Armold",6338.339999999998,607
"Sean Miller",150258.40000000008,1
"Tom Prescott",31973.904799999993,105
"Dean Katz",24755.044,165
"Michael Kennedy",13814.168000000005,383
"Chad Sievert",5307.839999999999,650
"John Lucas",16351.505999999994,319
"Allen Rosenblatt",13416.728000000008,396
"Liz MacKendrick",8080.673999999997,547
"Jim Karlsson",22560.17799999999,199
"Filia McAdams",14245.62,371
"Sarah Foster",20536.686,220
"Patrick Jones",7320.589999999999,574
"Christine Sundaresam",19212.962000000003,250
"Barry Blumstein",4413.069999999998,685
"Ben Wallace",10357.379999999996,477
"Ricardo Sperren",19327.739999999998,247
"Theresa Swint",9409.494000000006,506
"Quincy Jones",36650.038000000015,75
"Valerie Dominguez",37700.15399999999,68
"Jeremy Lonsdale",18856.446000000007,260
"Dionis Lloyd",21235.921999999995,213
"Meg O'Connel",8377.973,538
"Ben Peterman",21661.743,208
"Michael Stewart",5130.716,659
"Susan Vittorini",11420.940999999997,448
"Becky Castell",17602.026,286
"Elizabeth Moffitt",13946.158000000001,381
"Bradley Drucker",26449.79699999999,147
"Helen Wasserman",55801.50399999999,23
"Karen Carlisle",12622.983999999995,425
"Brendan Murry",4848.962000000001,669
"Kristina Nunn",12888.180000000004,420
"Justin Deggeller",52968.23049999999,27
"Laura Armstrong",51789.17200000004,29
"Robert Waldorf",20973.846,215
"Kelly Williams",1416.956,759
"Chris Cortes",23415.172,183
"Rick Hansen",21728.275999999994,207
"Jim Karlsson",22560.17799999999,199
"Debra Catini",7047.718000000001,584
"Gary Mitchum",18471.774,268
"Paul Van Hugh",17256.29600000001,297
"Liz Thompson",17617.552000000007,285
"Alice McCarthy",4884.061999999998,668
"Scott Cohen",22378.79299999999,203
"Christine Phan",35329.77500000001,85
"Roy Französisch",5493.962000000001,641
"Adam Bellavance",46396.06999999999,43
"Erica Hackney",4681.620000000001,674
"Michael Nguyen",14814.241999999998,358
"Kelly Lampkin",26902.633999999984,140
"Michael Paige",23901.891999999996,174
"Barry Französisch",17194.68600000001,299
"Theone Pippenger",26724.356,143
"Maxwell Schwartz",18831.432000000015,261
"Katherine Murray",33658.44599999999,91
"Brad Eason",10365.901999999993,476
"Christina VanderZanden",16983.778000000006,306
"Dennis Kane",19910.936000000005,229
"Speros Goranitis",18701.875999999993,265
"Christine Sundaresam",19212.962000000003,250
"Patrick Jones",7320.589999999999,574
"Nora Preis",47419.08250000001,40
"Sean Braxton",48347.341000000015,37
"Harry Marie",48893.04480000001,36
"Mike Gockenbach",17343.541,294
"Tamara Manning",17723.935999999998,282
"Bill Eplett",25228.076,161
"Ann Steele",5000.448,663
"Eleni McCrary",15402.010000000002,343
"Joseph Airdo",38852.873999999974,61
"Troy Blackwell",8325.409,541
"Paul Prost",42455.51999999999,52
"Michelle Lonsdale",4087.441999999999,694
"Linda Cazamias",26886.962000000014,141
"Matt Collister",14175.056999999999,375
"Clay Rozendal",12893.102,419
"Susan Vittorini",11420.940999999997,448
"Mary Zewe",15389.356000000002,345
"Ross Baird",33799.866,90
"Harry Marie",48893.04480000001,36
"Annie Zypern",9732.168,493
"Jonathan Howell",5756.877000000001,631
"Patrick Jones",7320.589999999999,574
"Christina Anderson",15889.73719999999,331
"Pierre Wener",23269.864999999994,185
"Shaun Weien",17529.244,289
"Art Ferguson",12317.458000000002,433
"Anne McFarland",33923.16200000001,89
"Bill Donatelli",34033.070999999996,88
"Christopher Martinez",53724.069999999956,26
"Christopher Schild",21911.158499999998,206
"Denny Blanton",10215.298000000004,480
"James Galang",38198.392,66
"Shahid Collister",35365.084,84
"Chuck Sachs",3303.8439999999996,716
"Mike Kennedy",6189.602,615
"Carlos Meador",3392.341999999999,715
"Phillip Flathmann",13236.727999999992,400
"Greg Maxwell",36299.76599999998,77
"Dan Campbell",20017.01799999999,227
"Frank Olsen",15736.987999999998,332
"Alan Hwang",28832.093999999997,124
"Kristina Nunn",12888.180000000004,420
"Claudia Bergmann",24741.11550000001,166
"Tim Brockman",9417.542000000005,504
"Katherine Ducich",11333.764000000001,449
"John Murray",45750.42599999998,45
"Kean Thornton",27852.58839999999,132
"Sonia Cooley",5416.3780000000015,644
"Bryan Spruell",5696.580000000001,634
"Bill Tyler",13093.144000000002,409
"Dan Campbell",20017.01799999999,227
"Luke Schmidt",5988.182000000002,621
"Ralph Ritter",3695.582,706
"Ken Lonsdale",84431.51700000004,7
"Richard Bierner",15978.436000000002,327
"Maribeth Yedwab",13455.712000000003,394
"Arthur Wiediger",17108.594,301
"Kelly Williams",1416.956,759
"Daniel Byrd",13029.649000000001,413
"Brenda Bowman",40594.37800000002,56
"Nora Preis",47419.08250000001,40
"Peter Bühler",4129.974,692
"Dorothy Wardle",7229.104000000001,578
"Cynthia Delaney",11164.431999999999,455
"Thomas Thornton",8562.293999999996,533
"Daniel Byrd",13029.649000000001,413
"Don Jones",15010.138,352
"Dionis Lloyd",21235.921999999995,213
"Lori Olson",3866.1,702
"Seth Vernon",68523.84600000002,14
"Eleni McCrary",15402.010000000002,343
"Ken Dana",13461.060000000001,392
"Nicole Brennan",1643.2220000000002,751
"Anne Pryor",9831.303999999996,491
"Joel Eaton",38402.704999999994,65
"John Murray",45750.42599999998,45
"Adrian Barton",86133.66100000001,5
"Parhena Norris",8802.951999999996,521
"John Castell",16632.355000000003,313
"Philip Fox",16620.000000000004,314
"Bart Watters",28502.15799999999,128
"Ben Peterman",21661.743,208
"Tamara Manning",17723.935999999998,282
"Maria Bertelson",8563.975999999999,532
"Harold Ryan",31492.787,108
"Brian Derr",3495.8960000000006,712
"Sarah Foster",20536.686,220
"Stefania Perrino",32641.91900000001,100
"Dan Reichenbach",37483.20599999999,72
"Valerie Mitchum",14729.215999999999,362
"Chris McAfee",13723.022000000003,385
"Sean Miller",150258.40000000008,1
"Ruben Ausman",22993.91400000001,188
"Shirley Daniels",35521.45799999997,82
"Chris Selesnick",16180.795999999997,324
"Ralph Arnett",15636.432,334
"Barry Franz",8003.329999999999,551
"Sanjit Engle",73256.638,9
"Roland Schwarz",22991.580000000005,189
"Brian Moss",43702.86699999998,49
"Sally Knutson",5300.458999999999,652
"Edward Nazzal",12829.446000000002,422
"Kean Nguyen",13031.812000000002,412
"Michael Granlund",4658.334,675
"Matt Collister",14175.056999999999,375
"Bill Overfelt",15516.47999999999,338
"Aleksandra Gannaway",2095.56,741
"Maribeth Schnelling",41089.809999999954,54
"Jim Mitchum",5189.697,654
"Matthew Clasen",4770.903999999999,671
"Tom Ashbrook",87573.71999999996,4
"Sean Braxton",48347.341000000015,37
"Aimee Bixby",5800.26,628
"Jason Fortune-",5730.723999999998,632
"Barbara Fisher",3514.808000000001,710
"Tim Taslimi",2637,726
"Sarah Bern",7940.5819999999985,552
"Liz MacKendrick",8080.673999999997,547
"Kelly Andreada",9117.055999999997,513
"Ben Ferrer",35447.82199999999,83
"Tom Boeckenhauer",54076.44199999998,24
"Sally Hughsby",16645.53950000001,312
"Alan Schoenberger",25494.000000000007,159
"Pete Kriz",48951.90400000001,35
"Harold Ryan",31492.787,108
"Deirdre Greer",19174.91799999999,252
"Craig Leslie",14121.536000000002,377
"Herbert Flentye",15198.964000000005,348
"Hunter Glantz",22141.683999999994,204
"Nancy Lomonaco",8508.490000000002,535
"Rick Reed",19813.561999999994,233
"Toby Carlisle",25571.102000000006,158
"Doug Bickford",11934.300000000001,439
"Stewart Visinsky",24631.905000000013,168
"Mick Hernandez",33018.54300000001,96
"Carol Triggs",19451.397999999986,244
"Karl Braun",9416.714000000004,505
"Ralph Arnett",15636.432,334
"Yoseph Carroll",32726.1,99
"Russell Applegate",28688.117000000013,125
"Charles McCrossin",15199.913999999999,347
"Chad Sievert",5307.839999999999,650
"Dan Lawera",8944.968,517
"Bobby Elias",13568.638000000003,389
"Sean Miller",150258.40000000008,1
"Resi Pölking",30852.73999999997,113
"Joy Daniels",2312.5799999999995,732
"Alejandro Ballentine",5388.484,646
"Charles Crestani",14829.900000000007,357
"Gary Hwang",23554.44200000001,178
"Cathy Prescott",30984.602,111
"Gary McGarr",21496.920000000002,210
"Lena Creighton",44380.67400000002,47
"Beth Thompson",15405.955999999998,342
"Cathy Prescott",30984.602,111
"Steve Carroll",7527.839999999998,568
"Dennis Kane",19910.936000000005,229
"Sanjit Engle",73256.638,9
"Luke Foster",23583.108999999993,177
"Odella Nelson",9405.119999999997,507
"Tom Boeckenhauer",54076.44199999998,24
"David Flashing",14343.233999999999,368
"Emily Phan",32868.36079999999,98
"Sally Knutson",5300.458999999999,652
"Fred Harton",13627.733999999995,387
"Eric Hoffmann",4105.071,693
"Joe Elijah",52033.06299999998,28
"Ken Lonsdale",84431.51700000004,7
"Edward Becker",19001.331999999984,255
"Bruce Degenhardt",9158.999999999998,511
"MaryBeth Skach",2853.956,722
"Stewart Carmichael",26956.056999999993,139
"Fred McMath",15139.565999999997,350
"Kean Thornton",27852.58839999999,132
"Anne Pryor",9831.303999999996,491
"Ritsa Hightower",4442.332000000001,682
"Carlos Soltero",18166.45499999999,276
"Tamara Manning",17723.935999999998,282
"Herbert Flentye",15198.964000000005,348
"George Ashbrook",23518.625999999997,179
"Erica Smith",21062.757999999998,214
"Julie Prescott",10246.260000000002,478
"Dean percer",43192.61100000003,51
"Neil Knudson",3432.2980000000002,714
"Paul Lucas",1436.9310000000003,758
"Robert Waldorf",20973.846,215
"Michael Oakman",925.7379999999999,770
"Jennifer Jackson",4255.027999999998,688
"Brian Thompson",19180.501999999993,251
"Rob Dowd",17477.393999999997,291
"Max Ludwig",12431.463999999994,429
"Elpida Rittenbach",7474.738,570
"Jessica Myrick",10400.693000000001,475
"Saphhira Shifley",7737.297999999999,560
"Toby Carlisle",25571.102000000006,158
"Hunter Glantz",22141.683999999994,204
"Lisa DeCherney",11771.584000000003,443
"Alejandro Savely",19273.671999999995,248
"Michael Paige",23901.891999999996,174
"Cynthia Delaney",11164.431999999999,455
"Michael Dominguez",7229.460000000001,577
"Brian Moss",43702.86699999998,49
"Kean Nguyen",13031.812000000002,412
"Ivan Gibson",4467.424,681
"Jill Stevenson",7090.383999999999,582
"Guy Armstrong",5853.415999999999,623
"Denise Leinenbach",3510.12,711
"Cindy Stewart",34140.40499999999,87
"Charles Crestani",14829.900000000007,357
"Michelle Huthwaite",17909.697999999993,279
"Mike Pelletier",30527.57,114
"Daniel Raglin",50105.21799999997,30
"Darrin Martin",37484.172000000006,71
"Brian DeCherney",9228.709999999995,509
"Dan Campbell",20017.01799999999,227
"Michelle Tran",7916.649800000001,554
"Max Jones",37693.37599999998,69
"Natalie DeCherney",25688.338999999996,154
"Carol Adams",22738.32279999999,195
"Guy Armstrong",5853.415999999999,623
"Toby Carlisle",25571.102000000006,158
"Jennifer Braxton",10749.705,467
"Christine Kargatis",17637.606000000003,284
"Rob Lucas",37409.459999999985,73
"Anna Chung",3943.866,699
"Brosina Hoffman",37532.05100000001,70
"Brooke Gillingham",11245.071999999998,453
"Xylona Preis",13922.458000000004,382
"Skye Norling",11162.518,456
"Denise Monton",24446.82199999998,169
"Anthony Jacobs",29204.043999999998,122
"Karen Carlisle",12622.983999999995,425
"Susan Vittorini",11420.940999999997,448
"Eleni McCrary",15402.010000000002,343
"Raymond Buch",90704.08899999998,3
"Don Jones",15010.138,352
"Christopher Conant",72774.47200000001,10
"Shahid Collister",35365.084,84
"Rick Hansen",21728.275999999994,207
"Jay Kimmel",16257.732000000007,322
"Art Foster",5169.414999999999,656
"Lena Creighton",44380.67400000002,47
"Beth Fritzler",4751.94,672
"Stuart Calhoun",1675.5059999999994,749
"Scott Williamson",11799.900000000001,442
"Michael Chen",22834.263999999992,193
"Tamara Dahlen",8607.348000000004,529
"Dean percer",43192.61100000003,51
"Shirley Daniels",35521.45799999997,82
"Tamara Manning",17723.935999999998,282
"Berenike Kampe",3954.888000000001,697
"Jeremy Farry",6497.517999999998,600
"Emily Phan",32868.36079999999,98
"Emily Phan",32868.36079999999,98
"Ken Heidel",23513.76600000001,180
"Harry Greene",4713.727999999998,673
"Julie Creighton",5151.426,658
"Kunst Miller",29456.821999999986,119
"Erica Bern",9859.555,490
"Pierre Wener",23269.864999999994,185
"Paul Gonzalez",11922.913999999992,440
"Daniel Byrd",13029.649000000001,413
"Craig Reiter",9603.299999999997,495
"Katharine Harms",19877.213999999996,230
"Daniel Lacy",19633.199999999997,238
"Max Engle",11450.703199999998,447
"Valerie Dominguez",37700.15399999999,68
"Chloris Kastensmidt",18929.004999999997,257
"Daniel Lacy",19633.199999999997,238
"Sanjit Engle",73256.638,9
"Luke Schmidt",5988.182000000002,621
"Michael Moore",22764.429999999997,194
"Deborah Brumfield",27729.95700000001,134
"Rob Williams",19641.900000000005,237
"Justin MacKendrick",17003.526000000005,305
"Becky Pak",10152.895999999995,481
"Carol Triggs",19451.397999999986,244
"Tracy Hopkins",25377.35599999999,160
"Maria Etezadi",63815.51800000002,17
"Thomas Thornton",8562.293999999996,533
"Greg Tran",70920.71999999996,12
"Justin Deggeller",52968.23049999999,27
"Mick Crebagga",13313.930000000004,398
"Lisa Hazard",1909.3889999999997,744
"Mike Pelletier",30527.57,114
"Eugene Moren",26629.982,144
"Greg Guthrie",13296.007999999993,399
"Michelle Arnett",14719.733999999999,364
"Shahid Hopkins",13084.218000000003,411
"Kean Takahito",18342.600000000002,271
"Philisse Overcash",29358.293,120
"Andy Yotov",2982.1140000000014,719
Corey-Lock,7800.476,558
"Jill Fjeld",25189.932000000015,162
"Andrew Roberts",1589.2139999999997,755
"Anna Gayman",20934.339599999996,216
"Darrin Van Huff",6716.882999999999,593
"Hunter Lopez",77239.798,8
"Natalie DeCherney",25688.338999999996,154
"Giulietta Baptist",27566.027999999977,135
"Clay Ludtke",65283.34599999998,16
"Ryan Crowe",5101.141999999998,660
"Julia Barnett",11049.900999999998,458
"Matthew Clasen",4770.903999999999,671
"Tim Taslimi",2637,726
"Max Jones",37693.37599999998,69
"Annie Thurman",22991.21399999998,190
"Philip Brown",8741.7,523
"Natalie Webber",43404.114000000016,50
"Victor Preis",5963.402,622
"Ross DeVincentis",6825.665999999998,590
"Michael Grace",7457.032999999997,572
"Pete Armstrong",4376.458,687
"Craig Reiter",9603.299999999997,495
"Allen Armold",6338.339999999998,607
"James Galang",38198.392,66
"Rick Reed",19813.561999999994,233
"Sharelle Roach",19400.880999999998,245
"Lindsay Shagiari",17931.923999999988,278
"Mick Hernandez",33018.54300000001,96
"Sanjit Chand",84854.03399999999,6
"Joy Bell-",3864.7188,703
"Amy Cox",33167.09599999999,95
"Robert Barroso",1326.534,764
"Arianne Irving",26254.73599999999,149
"Dan Reichenbach",37483.20599999999,72
"Dario Medina",7932.183999999998,553
"Justin Hirsh",13538.344000000001,391
"Adam Bellavance",46396.06999999999,43
"Brian Dahlen",19730.871,234
