Row ID,Order ID,Customer Name,Segment,City,Region,Category,Sales,Subscription
1693,US-2016-154361,Henia Zydlo,Consumer,Columbus,East,Furniture,21.88,Premium
1694,US-2016-158708,Alejandro Ballentine,Home Office,Plano,Central,Technology,13.616,Premium
1695,CA-2015-156335,Phillina Ober,Home Office,Bayonne,East,Technology,63.96,Premium
1696,CA-2015-156335,Phillina Ober,Home Office,Bayonne,East,Office Supplies,14.46,Premium
1697,CA-2015-156335,Phillina Ober,Home Office,Bayonne,East,Technology,104.98,Premium
1698,CA-2015-148376,Arthur Gainer,Consumer,Los Angeles,West,Office Supplies,106.96,Premium
1699,CA-2015-148376,Arthur Gainer,Consumer,Los Angeles,West,Office Supplies,21.56,Premium
1700,CA-2014-135657,Steven Cartwright,Consumer,Seattle,West,Furniture,515.88,Premium
1701,CA-2015-114069,Natalie DeCherney,Consumer,New York City,East,Office Supplies,11.808,Premium
1702,CA-2015-114069,Natalie DeCherney,Consumer,New York City,East,Furniture,1931.04,Premium
1703,CA-2015-114069,Natalie DeCherney,Consumer,New York City,East,Office Supplies,9.96,Premium
1704,CA-2014-139857,Cynthia Delaney,Home Office,San Diego,West,Office Supplies,12.35,Premium
1705,CA-2016-106306,Patrick Gardner,Consumer,Glendale,West,Office Supplies,9.702,Premium
1706,CA-2015-100545,Irene Maddox,Consumer,Philadelphia,East,Office Supplies,11.61,Premium
1707,CA-2017-123491,Jamie Kunitz,Consumer,San Francisco,West,Office Supplies,43.86,Premium
1708,CA-2017-123491,Jamie Kunitz,Consumer,San Francisco,West,Technology,148.48,Premium
1709,CA-2017-123491,Jamie Kunitz,Consumer,San Francisco,West,Office Supplies,7.42,Premium
1710,CA-2017-123491,Jamie Kunitz,Consumer,San Francisco,West,Furniture,71.992,Premium
1711,CA-2017-123491,Jamie Kunitz,Consumer,San Francisco,West,Office Supplies,19.9,Premium
1712,CA-2017-123491,Jamie Kunitz,Consumer,San Francisco,West,Office Supplies,1702.12,Premium
1713,CA-2015-145401,Jeremy Pistek,Consumer,Houston,Central,Office Supplies,14.304,Premium
1714,US-2017-124968,Michelle Moray,Consumer,Chicago,Central,Furniture,765.625,Premium
1715,CA-2017-104003,Debra Catini,Consumer,San Francisco,West,Furniture,307.666,Premium
1716,CA-2016-154788,John Lee,Consumer,New York City,East,Office Supplies,7.712,Premium
1717,CA-2016-169943,Bradley Nguyen,Consumer,New York City,East,Office Supplies,242.9,Premium
1718,CA-2016-169943,Bradley Nguyen,Consumer,New York City,East,Office Supplies,454.9,Premium
1719,CA-2016-169943,Bradley Nguyen,Consumer,New York City,East,Furniture,35.92,Premium
1720,CA-2016-169943,Bradley Nguyen,Consumer,New York City,East,Furniture,39.76,Premium
1721,CA-2016-169943,Bradley Nguyen,Consumer,New York City,East,Office Supplies,47.744,Premium
1722,US-2015-123218,Katherine Ducich,Consumer,Chicago,Central,Technology,159.984,Premium
1723,US-2015-123218,Katherine Ducich,Consumer,Chicago,Central,Technology,255.968,Premium
1724,US-2015-123218,Katherine Ducich,Consumer,Chicago,Central,Furniture,359.058,Premium
1725,CA-2015-127453,Jay Kimmel,Consumer,Philadelphia,East,Office Supplies,434.352,Premium
1726,CA-2015-127453,Jay Kimmel,Consumer,Philadelphia,East,Office Supplies,3.552,Premium
1727,CA-2015-127453,Jay Kimmel,Consumer,Philadelphia,East,Office Supplies,88.832,Premium
1728,US-2017-164056,Filia McAdams,Corporate,Dublin,East,Furniture,1048.35,Premium
1729,CA-2016-106894,Christina Anderson,Consumer,Springfield,South,Technology,100,Premium
1730,CA-2016-106894,Christina Anderson,Consumer,Springfield,South,Office Supplies,7.83,Premium
1731,CA-2014-125136,Keith Dawkins,Corporate,Fayetteville,South,Office Supplies,96.256,Premium
1732,CA-2014-125136,Keith Dawkins,Corporate,Fayetteville,South,Office Supplies,10.688,Premium
1733,US-2016-131149,Logan Haushalter,Consumer,Dallas,Central,Office Supplies,338.04,Premium
1734,US-2016-131149,Logan Haushalter,Consumer,Dallas,Central,Office Supplies,154.24,Premium
1735,CA-2017-101483,Anna Gayman,Consumer,Jacksonville,South,Office Supplies,34.848,Premium
1736,CA-2017-101483,Anna Gayman,Consumer,Jacksonville,South,Technology,22,Premium
1737,CA-2017-101483,Anna Gayman,Consumer,Jacksonville,South,Office Supplies,4.368,Premium
1738,CA-2015-130204,David Bremer,Corporate,San Francisco,West,Office Supplies,31.44,Premium
1739,CA-2015-130204,David Bremer,Corporate,San Francisco,West,Technology,17.9,Premium
1740,CA-2015-130204,David Bremer,Corporate,San Francisco,West,Technology,129.45,Premium
1741,CA-2014-110527,Emily Ducich,Home Office,San Diego,West,Office Supplies,20.88,Premium
1742,CA-2017-152807,Mick Crebagga,Consumer,Philadelphia,East,Office Supplies,20.736,Premium
1743,CA-2017-152807,Mick Crebagga,Consumer,Philadelphia,East,Furniture,7.168,Premium
1744,CA-2017-152807,Mick Crebagga,Consumer,Philadelphia,East,Office Supplies,11.168,Premium
1745,CA-2017-152807,Mick Crebagga,Consumer,Philadelphia,East,Technology,442.4,Premium
1746,CA-2014-133270,Bryan Mills,Consumer,Rochester,East,Office Supplies,13.36,Premium
1747,CA-2016-155670,Erin Mull,Consumer,Jacksonville,South,Office Supplies,11.232,Premium
1748,CA-2016-155670,Erin Mull,Consumer,Jacksonville,South,Office Supplies,10.272,Premium
1749,US-2014-157406,Dianna Arnett,Home Office,Houston,Central,Office Supplies,10.368,Premium
1750,US-2014-157406,Dianna Arnett,Home Office,Houston,Central,Office Supplies,6.24,Premium
1751,CA-2015-139094,Meg O'Connel,Home Office,San Antonio,Central,Furniture,206.962,Premium
1752,CA-2017-168837,Joni Wasserman,Consumer,Oakland,West,Furniture,9.46,Premium
1753,CA-2017-116715,Victoria Wilson,Corporate,San Francisco,West,Office Supplies,559.62,Premium
1754,CA-2017-116715,Victoria Wilson,Corporate,San Francisco,West,Office Supplies,109.92,Premium
1755,CA-2017-116715,Victoria Wilson,Corporate,San Francisco,West,Office Supplies,8.56,Premium
1756,CA-2015-135622,Tonja Turnell,Home Office,Fort Worth,Central,Office Supplies,360.712,Premium
1757,CA-2015-135622,Tonja Turnell,Home Office,Fort Worth,Central,Technology,1718.4,Premium
1758,US-2015-107349,Sara Luxemburg,Home Office,Houston,Central,Office Supplies,41.568,Premium
1759,CA-2014-139017,Raymond Messe,Consumer,Houston,Central,Technology,46.864,Premium
1760,CA-2014-141817,Mick Brown,Consumer,Philadelphia,East,Office Supplies,19.536,Premium
1761,CA-2015-130785,Arthur Gainer,Consumer,San Diego,West,Furniture,411.332,Premium
1762,CA-2015-130785,Arthur Gainer,Consumer,San Diego,West,Office Supplies,28.752,Premium
1763,CA-2015-130785,Arthur Gainer,Consumer,San Diego,West,Furniture,293.199,Premium
1764,CA-2016-110254,Max Ludwig,Home Office,Suffolk,South,Office Supplies,35.06,Premium
1765,CA-2016-110254,Max Ludwig,Home Office,Suffolk,South,Office Supplies,4.13,Premium
1766,CA-2016-110254,Max Ludwig,Home Office,Suffolk,South,Furniture,109.8,Premium
1767,CA-2016-110254,Max Ludwig,Home Office,Suffolk,South,Office Supplies,9.82,Premium
1768,US-2014-158057,Craig Carroll,Consumer,Greensboro,South,Office Supplies,7.644,Premium
1769,US-2014-158057,Craig Carroll,Consumer,Greensboro,South,Office Supplies,51.465,Premium
1770,CA-2017-146024,Stewart Carmichael,Corporate,Dallas,Central,Office Supplies,6.976,Premium
1771,CA-2017-146024,Stewart Carmichael,Corporate,Dallas,Central,Office Supplies,12.222,Premium
1772,CA-2016-129686,Greg Guthrie,Corporate,Chicago,Central,Office Supplies,97.984,Premium
1773,CA-2016-129686,Greg Guthrie,Corporate,Chicago,Central,Technology,62.4,Premium
1774,CA-2014-118976,Muhammed Yedwab,Corporate,Baltimore,East,Office Supplies,20.86,Premium
1775,CA-2014-118976,Muhammed Yedwab,Corporate,Baltimore,East,Office Supplies,497.61,Premium
1776,CA-2014-118976,Muhammed Yedwab,Corporate,Baltimore,East,Office Supplies,5.34,Premium
1777,CA-2014-118976,Muhammed Yedwab,Corporate,Baltimore,East,Office Supplies,3.15,Premium
1778,CA-2015-105347,Darren Powers,Consumer,Los Angeles,West,Office Supplies,368.91,Premium
1779,CA-2015-105347,Darren Powers,Consumer,Los Angeles,West,Office Supplies,14.7,Premium
1780,CA-2016-124667,Bryan Davis,Consumer,New York City,East,Technology,59.97,Premium
1781,CA-2016-124667,Bryan Davis,Consumer,New York City,East,Office Supplies,83.36,Premium
1782,CA-2015-111094,Claudia Bergmann,Corporate,Franklin,East,Office Supplies,6.58,Premium
1783,CA-2015-111094,Claudia Bergmann,Corporate,Franklin,East,Office Supplies,122.94,Premium
1784,CA-2017-166317,Jim Epp,Corporate,Milwaukee,Central,Office Supplies,219.84,Premium
1785,CA-2017-166317,Jim Epp,Corporate,Milwaukee,Central,Technology,98.16,Premium
1786,CA-2017-166317,Jim Epp,Corporate,Milwaukee,Central,Office Supplies,33.04,Premium
1787,CA-2017-166317,Jim Epp,Corporate,Milwaukee,Central,Technology,86.97,Premium
1788,CA-2015-154326,Roy Phan,Corporate,Kenosha,Central,Technology,134.97,Premium
1789,CA-2015-154326,Roy Phan,Corporate,Kenosha,Central,Technology,699.98,Premium
1790,CA-2015-154326,Roy Phan,Corporate,Kenosha,Central,Technology,139.95,Premium
1791,CA-2014-102008,Russell Applegate,Consumer,New York City,East,Office Supplies,48.94,Premium
1792,CA-2014-120474,Resi Pölking,Consumer,Madison,Central,Furniture,2807.84,Premium
1793,CA-2014-120474,Resi Pölking,Consumer,Madison,Central,Office Supplies,46.64,Premium
1794,CA-2014-104773,Thomas Boland,Corporate,Houston,Central,Office Supplies,60.416,Premium
1795,CA-2016-140774,Brad Eason,Home Office,Olathe,Central,Office Supplies,107.94,Premium
1796,US-2017-139465,Mathew Reese,Home Office,New York City,East,Office Supplies,63.84,Premium
1797,US-2017-139465,Mathew Reese,Home Office,New York City,East,Technology,347.97,Premium
1798,US-2017-139465,Mathew Reese,Home Office,New York City,East,Office Supplies,37.008,Premium
1799,CA-2016-100965,Raymond Messe,Consumer,San Jose,West,Furniture,215.65,Premium
1800,CA-2016-121034,Jill Fjeld,Consumer,Dallas,Central,Office Supplies,11.168,Premium
1801,CA-2016-121034,Jill Fjeld,Consumer,Dallas,Central,Office Supplies,53.952,Premium
1802,CA-2016-149461,Adrian Shami,Home Office,Auburn,West,Furniture,4.18,Premium
1803,CA-2017-158379,Joseph Airdo,Consumer,Philadelphia,East,Office Supplies,5.607,Premium
1804,CA-2017-158379,Joseph Airdo,Consumer,Philadelphia,East,Office Supplies,4663.736,Premium
1805,CA-2017-158379,Joseph Airdo,Consumer,Philadelphia,East,Technology,79.984,Premium
1806,US-2016-116729,Grace Kelly,Corporate,Los Angeles,West,Technology,2575.944,Premium
1807,US-2016-116729,Grace Kelly,Corporate,Los Angeles,West,Office Supplies,45.36,Premium
1808,US-2016-116729,Grace Kelly,Corporate,Los Angeles,West,Technology,254.24,Premium
1809,CA-2016-164938,Phillip Breyer,Corporate,Tulsa,Central,Technology,69.93,Premium
1810,CA-2016-165484,Heather Kirkland,Corporate,Chicago,Central,Furniture,16.156,Premium
1811,CA-2016-165484,Heather Kirkland,Corporate,Chicago,Central,Office Supplies,54.816,Premium
1812,CA-2014-132612,Frank Olsen,Consumer,Harrisonburg,South,Furniture,1441.3,Premium
1813,US-2017-161193,Brian Thompson,Consumer,Newark,East,Furniture,77.6,Premium
1814,US-2017-161193,Brian Thompson,Consumer,Newark,East,Furniture,4.656,Premium
1815,CA-2015-131597,Stefania Perrino,Corporate,Los Angeles,West,Furniture,170.136,Premium
1816,CA-2015-164833,Lauren Leatherbury,Consumer,Seattle,West,Office Supplies,7.38,Premium
1817,CA-2015-164833,Lauren Leatherbury,Consumer,Seattle,West,Office Supplies,9.26,Premium
1818,CA-2015-125423,Matt Collins,Consumer,Los Angeles,West,Office Supplies,9.96,Premium
1819,US-2014-130379,Janet Lee,Consumer,Chicago,Central,Office Supplies,75.6,Premium
1820,US-2014-130379,Janet Lee,Consumer,Chicago,Central,Furniture,29.32,Premium
1821,CA-2016-168956,Erin Ashbrook,Corporate,Chicago,Central,Office Supplies,92.064,Premium
1822,CA-2016-168956,Erin Ashbrook,Corporate,Chicago,Central,Office Supplies,6.976,Premium
1823,CA-2016-168956,Erin Ashbrook,Corporate,Chicago,Central,Furniture,62.958,Premium
1824,CA-2016-168956,Erin Ashbrook,Corporate,Chicago,Central,Office Supplies,5.184,Premium
1825,CA-2016-167507,Sue Ann Reed,Consumer,Redmond,West,Office Supplies,31.32,Premium
1826,CA-2016-167507,Sue Ann Reed,Consumer,Redmond,West,Furniture,11.84,Premium
1827,CA-2016-167507,Sue Ann Reed,Consumer,Redmond,West,Furniture,22.784,Premium
1828,CA-2016-109344,Cathy Hwang,Home Office,Raleigh,South,Technology,1127.976,Premium
1829,US-2015-140851,Neil Ducich,Corporate,Macon,South,Office Supplies,38.88,Premium
1830,CA-2014-103373,Bruce Stewart,Consumer,Cleveland,East,Technology,779.796,Premium
1831,CA-2017-145884,Sara Luxemburg,Home Office,Muskogee,Central,Technology,1439.92,Premium
1832,CA-2017-145884,Sara Luxemburg,Home Office,Muskogee,Central,Furniture,262.11,Premium
1833,CA-2015-131422,George Bell,Corporate,Monroe,South,Furniture,207,Premium
1834,CA-2017-162691,Aaron Smayling,Corporate,Austin,Central,Technology,1439.982,Premium
1835,CA-2017-162691,Aaron Smayling,Corporate,Austin,Central,Office Supplies,36.288,Premium
1836,CA-2014-141278,Raymond Messe,Consumer,Meriden,East,Office Supplies,21.4,Premium
1837,CA-2017-122693,Nicole Hansen,Corporate,Roswell,South,Office Supplies,1245.86,Premium
1838,CA-2014-117345,Barbara Fisher,Corporate,Charlotte,South,Office Supplies,17.544,Premium
1839,CA-2014-117345,Barbara Fisher,Corporate,Charlotte,South,Furniture,44.128,Premium
1840,CA-2014-117345,Barbara Fisher,Corporate,Charlotte,South,Office Supplies,62.92,Premium
1841,CA-2014-117345,Barbara Fisher,Corporate,Charlotte,South,Office Supplies,78.304,Premium
1842,CA-2016-157763,Katharine Harms,Corporate,Bowling Green,South,Furniture,140.81,Premium
1843,CA-2015-135391,Frank Atkinson,Corporate,San Antonio,Central,Office Supplies,40.096,Premium
1844,CA-2015-135391,Frank Atkinson,Corporate,San Antonio,Central,Furniture,40.784,Premium
1845,US-2017-113852,Giulietta Weimer,Consumer,Seattle,West,Technology,90.57,Premium
1846,US-2017-158512,Dianna Arnett,Home Office,Washington,East,Office Supplies,40.08,Premium
1847,US-2017-158512,Dianna Arnett,Home Office,Washington,East,Furniture,37.68,Premium
1848,CA-2017-128370,Frank Hawley,Corporate,Los Angeles,West,Furniture,362.352,Premium
1849,CA-2017-128370,Frank Hawley,Corporate,Los Angeles,West,Office Supplies,7.184,Premium
1850,CA-2015-160472,Ralph Kennedy,Consumer,South Bend,Central,Office Supplies,34.76,Premium
1851,CA-2015-160472,Ralph Kennedy,Consumer,South Bend,Central,Technology,831.2,Premium
1852,CA-2015-160472,Ralph Kennedy,Consumer,South Bend,Central,Office Supplies,26.4,Premium
1853,CA-2015-160472,Ralph Kennedy,Consumer,South Bend,Central,Office Supplies,106.75,Premium
1854,CA-2015-160472,Ralph Kennedy,Consumer,South Bend,Central,Office Supplies,97.82,Premium
1855,CA-2015-160472,Ralph Kennedy,Consumer,South Bend,Central,Office Supplies,141.4,Premium
1856,CA-2014-114643,Filia McAdams,Corporate,Los Angeles,West,Office Supplies,14.52,Premium
1857,US-2017-158218,Alyssa Crouse,Corporate,Houston,Central,Office Supplies,127.92,Premium
1858,US-2017-158218,Alyssa Crouse,Corporate,Houston,Central,Office Supplies,34.24,Premium
1859,CA-2015-121608,Jennifer Braxton,Corporate,Bristol,East,Office Supplies,137.62,Premium
1860,CA-2015-121608,Jennifer Braxton,Corporate,Bristol,East,Technology,100.49,Premium
1861,US-2017-121251,Gary McGarr,Consumer,New York City,East,Furniture,257.568,Premium
1862,US-2017-121251,Gary McGarr,Consumer,New York City,East,Technology,119.96,Premium
1863,CA-2014-151078,Roy Französisch,Consumer,San Antonio,Central,Office Supplies,49.632,Premium
1864,US-2016-100839,Noah Childs,Corporate,Aurora,West,Furniture,727.45,Premium
1865,US-2016-100839,Noah Childs,Corporate,Aurora,West,Furniture,24.96,Premium
1866,US-2017-116659,Nat Gilpin,Corporate,Newark,East,Technology,370.782,Premium
1867,CA-2017-118857,Adam Hart,Corporate,Henderson,West,Furniture,196.45,Premium
1868,CA-2015-127110,Cathy Hwang,Home Office,Philadelphia,East,Office Supplies,31.104,Premium
1869,CA-2015-127110,Cathy Hwang,Home Office,Philadelphia,East,Office Supplies,78.256,Premium
1870,CA-2016-148201,Charles Crestani,Consumer,Seattle,West,Office Supplies,6.48,Premium
1871,CA-2014-116932,Michelle Ellison,Corporate,San Francisco,West,Office Supplies,99.2,Premium
1872,CA-2014-116932,Michelle Ellison,Corporate,San Francisco,West,Furniture,801.568,Premium
1873,CA-2014-116932,Michelle Ellison,Corporate,San Francisco,West,Furniture,272.848,Premium
1874,CA-2017-142888,Benjamin Patterson,Consumer,Spokane,West,Furniture,70.98,Premium
1875,CA-2014-147914,Mark Packer,Home Office,Columbus,East,Office Supplies,16.224,Premium
1876,US-2016-112977,Caroline Jumper,Consumer,Long Beach,East,Furniture,176.784,Premium
1877,CA-2017-112039,John Castell,Consumer,San Antonio,Central,Technology,470.376,Premium
1878,CA-2017-118885,James Galang,Consumer,Los Angeles,West,Furniture,393.568,Premium
1879,CA-2017-118885,James Galang,Consumer,Los Angeles,West,Technology,302.376,Premium
1880,US-2017-166611,Cyma Kinney,Corporate,Jacksonville,South,Office Supplies,68.742,Premium
1881,CA-2015-109512,Luke Foster,Consumer,New York City,East,Office Supplies,29.34,Premium
1882,CA-2015-109512,Luke Foster,Consumer,New York City,East,Furniture,383.607,Premium
1883,CA-2015-109512,Luke Foster,Consumer,New York City,East,Office Supplies,563.4,Premium
1884,CA-2016-118570,Chuck Clark,Home Office,Philadelphia,East,Office Supplies,217.056,Premium
1885,CA-2017-154718,Dan Lawera,Consumer,Keller,Central,Office Supplies,6,Premium
1886,CA-2016-147578,Paul Gonzalez,Consumer,San Francisco,West,Furniture,31.56,Premium
1887,CA-2014-140165,Erica Hernandez,Home Office,Hialeah,South,Office Supplies,7.104,Premium
1888,CA-2014-140165,Erica Hernandez,Home Office,Hialeah,South,Office Supplies,398.352,Premium
1889,CA-2014-142587,Tracy Blumstein,Consumer,Fairfield,East,Office Supplies,121.792,Premium
1890,CA-2014-142587,Tracy Blumstein,Consumer,Fairfield,East,Furniture,409.59,Premium
1891,CA-2014-157623,Dean Katz,Corporate,Huntington Beach,West,Office Supplies,10.56,Premium
1892,CA-2014-157623,Dean Katz,Corporate,Huntington Beach,West,Office Supplies,3.38,Premium
1893,CA-2017-145310,Jeremy Pistek,Consumer,Port Orange,South,Office Supplies,7.824,Premium
1894,CA-2016-100083,Carol Darley,Consumer,Medford,West,Office Supplies,24.784,Premium
1895,US-2017-108063,Adam Shillingsburg,Consumer,Charlottesville,South,Office Supplies,34.65,Premium
1896,CA-2015-109197,Jas O'Carroll,Consumer,Missoula,West,Office Supplies,487.984,Premium
1897,CA-2017-141789,Amy Cox,Consumer,Minneapolis,Central,Office Supplies,1793.98,Premium
1898,CA-2014-169775,Ryan Akin,Consumer,Miami,South,Office Supplies,29.808,Premium
1899,CA-2014-169775,Ryan Akin,Consumer,Miami,South,Office Supplies,505.176,Premium
1900,CA-2014-169775,Ryan Akin,Consumer,Miami,South,Furniture,174.0585,Premium
1901,CA-2016-140543,Corey-Lock,Consumer,Florence,South,Office Supplies,191.88,Premium
1902,CA-2016-151141,Dianna Wilson,Home Office,Detroit,Central,Technology,14.78,Premium
1903,CA-2017-167094,Damala Kotsonis,Corporate,Springfield,West,Office Supplies,5.184,Premium
1904,CA-2017-167094,Damala Kotsonis,Corporate,Springfield,West,Furniture,478.48,Premium
1905,CA-2017-167094,Damala Kotsonis,Corporate,Springfield,West,Technology,28.4,Premium
1906,CA-2017-154410,Michael Dominguez,Corporate,Indianapolis,Central,Office Supplies,909.12,Premium
1907,US-2016-150567,Roy Phan,Corporate,Apopka,South,Office Supplies,2.952,Premium
1908,US-2016-150567,Roy Phan,Corporate,Apopka,South,Office Supplies,27.018,Premium
1909,CA-2015-157959,Rick Wilson,Corporate,Los Angeles,West,Furniture,136.92,Premium
1910,CA-2017-105886,Duane Benoit,Consumer,Oceanside,East,Furniture,18.96,Premium
1911,CA-2016-105963,Stewart Carmichael,Corporate,Los Angeles,West,Technology,99.39,Premium
1912,CA-2017-121503,Frank Hawley,Corporate,Houston,Central,Office Supplies,273.896,Premium
1913,CA-2017-121503,Frank Hawley,Corporate,Houston,Central,Technology,597.132,Premium
1914,CA-2014-103366,Erica Hackney,Consumer,Roswell,South,Technology,149.95,Premium
1915,CA-2017-124597,Ann Steele,Home Office,Boynton Beach,South,Office Supplies,4.608,Premium
1916,CA-2017-124597,Ann Steele,Home Office,Boynton Beach,South,Office Supplies,15.528,Premium
1917,CA-2017-124597,Ann Steele,Home Office,Boynton Beach,South,Office Supplies,11.952,Premium
1918,CA-2015-105634,Helen Abelman,Consumer,Franklin,East,Office Supplies,11.65,Premium
1919,CA-2015-123673,Cathy Hwang,Home Office,Detroit,Central,Technology,299.9,Premium
1920,US-2017-111423,Edward Hooks,Corporate,Watertown,East,Office Supplies,895.92,Premium
1921,US-2017-111423,Edward Hooks,Corporate,Watertown,East,Furniture,462.564,Premium
1922,CA-2015-125178,Mary Zewe,Corporate,Reading,East,Office Supplies,15.008,Premium
1923,CA-2016-156685,Scot Coram,Corporate,Arlington,Central,Technology,863.64,Premium
1924,CA-2016-156685,Scot Coram,Corporate,Arlington,Central,Office Supplies,47.616,Premium
1925,CA-2017-126865,Naresj Patel,Consumer,San Diego,West,Office Supplies,92.94,Premium
1926,CA-2017-102834,Lindsay Williams,Corporate,San Francisco,West,Technology,199.98,Premium
1927,US-2016-139710,Greg Matthias,Consumer,Los Angeles,West,Technology,177.48,Premium
1928,CA-2017-121538,Rick Hansen,Consumer,Denver,West,Office Supplies,88.768,Premium
1929,US-2017-101539,Valerie Mitchum,Home Office,Seattle,West,Office Supplies,6.48,Premium
1930,US-2017-101539,Valerie Mitchum,Home Office,Seattle,West,Office Supplies,46.51,Premium
1931,US-2017-101539,Valerie Mitchum,Home Office,Seattle,West,Technology,659.976,Premium
1932,CA-2016-152121,Craig Carreira,Consumer,Scottsdale,West,Technology,271.992,Premium
1933,CA-2017-161200,Seth Vernon,Consumer,Lafayette,South,Furniture,145.74,Premium
1934,CA-2017-161200,Seth Vernon,Consumer,Lafayette,South,Furniture,15.4,Premium
1935,CA-2017-101245,Lindsay Williams,Corporate,San Francisco,West,Office Supplies,244.55,Premium
1936,CA-2017-101245,Lindsay Williams,Corporate,San Francisco,West,Technology,166.16,Premium
1937,CA-2015-141768,Nora Pelletier,Home Office,San Francisco,West,Furniture,14.73,Premium
1938,CA-2016-112109,Joe Elijah,Consumer,Broomfield,West,Office Supplies,19.968,Premium
1939,CA-2016-112109,Joe Elijah,Consumer,Broomfield,West,Office Supplies,33.488,Premium
1940,CA-2016-112109,Joe Elijah,Consumer,Broomfield,West,Office Supplies,8.736,Premium
1941,CA-2016-112109,Joe Elijah,Consumer,Broomfield,West,Furniture,662.88,Premium
1942,CA-2017-144064,Cathy Prescott,Corporate,Quincy,Central,Office Supplies,47.36,Premium
1943,CA-2017-144064,Cathy Prescott,Corporate,Quincy,Central,Office Supplies,27.44,Premium
1944,CA-2017-144064,Cathy Prescott,Corporate,Quincy,Central,Office Supplies,3.24,Premium
1945,CA-2016-108581,Erin Ashbrook,Corporate,Carrollton,Central,Technology,95.968,Premium
1946,CA-2016-108581,Erin Ashbrook,Corporate,Carrollton,Central,Office Supplies,10.368,Premium
1947,CA-2017-157987,Ann Chong,Corporate,New York City,East,Office Supplies,23.1,Premium
1948,CA-2017-157987,Ann Chong,Corporate,New York City,East,Furniture,11.54,Premium
1949,CA-2017-157987,Ann Chong,Corporate,New York City,East,Furniture,254.526,Premium
1950,CA-2017-157987,Ann Chong,Corporate,New York City,East,Office Supplies,12.98,Premium
1951,CA-2017-157987,Ann Chong,Corporate,New York City,East,Office Supplies,26.432,Premium
1952,CA-2017-157987,Ann Chong,Corporate,New York City,East,Technology,197.97,Premium
1953,CA-2017-157987,Ann Chong,Corporate,New York City,East,Office Supplies,18.9,Premium
1954,CA-2017-157987,Ann Chong,Corporate,New York City,East,Furniture,1282.41,Premium
1955,CA-2017-157987,Ann Chong,Corporate,New York City,East,Office Supplies,4.92,Premium
1956,CA-2017-157987,Ann Chong,Corporate,New York City,East,Technology,238,Premium
1957,CA-2017-157987,Ann Chong,Corporate,New York City,East,Technology,167.97,Premium
1958,CA-2017-157987,Ann Chong,Corporate,New York City,East,Office Supplies,17.12,Premium
1959,CA-2017-110905,Robert Waldorf,Consumer,Springfield,Central,Office Supplies,16.2,Premium
1960,CA-2017-110905,Robert Waldorf,Consumer,Springfield,Central,Office Supplies,33.99,Premium
1961,CA-2017-110905,Robert Waldorf,Consumer,Springfield,Central,Technology,296.85,Premium
1962,CA-2017-110905,Robert Waldorf,Consumer,Springfield,Central,Technology,112.8,Premium
1963,CA-2017-110905,Robert Waldorf,Consumer,Springfield,Central,Office Supplies,13.71,Premium
1964,CA-2017-110905,Robert Waldorf,Consumer,Springfield,Central,Office Supplies,24.9,Premium
1965,CA-2017-110905,Robert Waldorf,Consumer,Springfield,Central,Office Supplies,286.29,Premium
1966,CA-2017-110905,Robert Waldorf,Consumer,Springfield,Central,Office Supplies,24.18,Premium
1967,CA-2017-165841,Dean Braden,Consumer,Paterson,East,Technology,281.97,Premium
1968,CA-2017-165841,Dean Braden,Consumer,Paterson,East,Office Supplies,69.5,Premium
1969,CA-2017-165841,Dean Braden,Consumer,Paterson,East,Office Supplies,166.44,Premium
1970,CA-2017-117485,Bill Donatelli,Consumer,Tulsa,Central,Technology,291.96,Premium
1971,CA-2017-140242,Max Ludwig,Home Office,Chicago,Central,Office Supplies,6.408,Premium
1972,CA-2017-140242,Max Ludwig,Home Office,Chicago,Central,Technology,408.744,Premium
1973,CA-2014-148950,Joy Daniels,Consumer,Chicago,Central,Office Supplies,5.104,Premium
1974,CA-2014-148950,Joy Daniels,Consumer,Chicago,Central,Office Supplies,2.896,Premium
1975,CA-2014-148950,Joy Daniels,Consumer,Chicago,Central,Technology,35.016,Premium
1976,CA-2014-110408,Alan Schoenberger,Corporate,Montgomery,South,Office Supplies,275.97,Premium
1977,CA-2014-110408,Alan Schoenberger,Corporate,Montgomery,South,Technology,1394.95,Premium
1978,CA-2014-110408,Alan Schoenberger,Corporate,Montgomery,South,Furniture,545.88,Premium
1979,CA-2015-109939,Allen Armold,Consumer,Salem,West,Office Supplies,5.248,Premium
1980,CA-2016-112669,Kean Takahito,Consumer,Glendale,West,Furniture,933.536,Premium
1981,CA-2016-112669,Kean Takahito,Consumer,Glendale,West,Office Supplies,42.976,Premium
1982,CA-2015-119592,Muhammed MacIntyre,Corporate,Columbus,South,Office Supplies,3.76,Premium
1983,CA-2014-122749,Nathan Gelder,Consumer,Oklahoma City,Central,Technology,479.96,Premium
1984,CA-2014-164721,Laurel Workman,Corporate,Brentwood,West,Office Supplies,320.88,Premium
1985,CA-2014-164721,Laurel Workman,Corporate,Brentwood,West,Furniture,23.88,Premium
1986,CA-2014-164721,Laurel Workman,Corporate,Brentwood,West,Office Supplies,26.76,Premium
1987,CA-2016-147417,Christy Brittain,Consumer,Columbus,East,Technology,1439.976,Premium
1988,CA-2015-127509,Adam Shillingsburg,Consumer,Springfield,Central,Office Supplies,17.22,Premium
